298	104	456	298
298	168	456	298
298	232	456	298
298	296	456	298
298	360	456	298
298	424	456	298
298	88	472	298
298	152	472	298
298	216	472	298
298	280	472	298
298	344	472	298
298	408	472	298
298	472	472	298
298	72	488	298
298	136	488	298
298	200	488	298
298	264	488	298
298	328	488	298
298	392	488	298
298	456	488	298
298	56	504	298
298	120	504	298
298	184	504	298
298	248	504	298
298	312	504	298
298	376	504	298
298	440	504	298
298	40	520	298
298	104	520	298
298	168	520	298
298	232	520	298
298	296	520	298
298	360	520	298
298	424	520	298
298	88	536	298
298	152	536	298
298	216	536	298
298	280	536	298
298	344	536	298
298	408	536	298
298	472	536	298
298	72	552	298
298	136	552	298
298	200	552	298
298	264	552	298
298	328	552	298
298	392	552	298
298	456	552	298
298	56	568	298
298	120	568	298
298	184	568	298
298	248	568	298
298	312	568	298
298	376	568	298
298	440	568	298
298	40	584	298
298	104	584	298
298	168	584	298
298	232	584	298
298	296	584	298
298	360	584	298
298	424	584	298
298	88	600	298
298	152	600	298
298	216	600	298
298	280	600	298
298	344	600	298
298	408	600	298
298	472	600	298
298	72	616	298
298	136	616	298
298	200	616	298
298	264	616	298
298	328	616	298
298	392	616	298
298	456	616	298
298	56	632	298
298	120	632	298
298	184	632	298
298	248	632	298
298	312	632	298
298	376	632	298
298	440	632	298
298	40	648	298
298	104	648	298
298	168	648	298
298	232	648	298
298	296	648	298
298	360	648	298
298	424	648	298
298	88	664	298
298	152	664	298
298	216	664	298
298	280	664	298
298	344	664	298
298	408	664	298
298	472	664	298
298	72	680	298
298	136	680	298
298	200	680	298
298	264	680	298
298	328	680	298
298	392	680	298
298	456	680	298
298	56	696	298
298	120	696	298
298	184	696	298
298	248	696	298
298	312	696	298
298	376	696	298
298	440	696	298

# section B enter
298	616	568	298
298	632	568	298
298	648	568	298
298	664	568	298
298	600	584	298
298	616	584	298
298	664	584	298
298	680	584	298
298	600	600	298
298	680	600	298
298	600	616	298
298	680	616	298
298	600	632	298
298	616	632	298
298	664	632	298
298	680	632	298
298	616	648	298
298	664	648	298

# JASONO
12	128	1904	1

# TELEPORTER
3	345	1625	3
3	370	1685	3
3	440	1600	3
3	1470	1190	3
3	1345	1015	3
3	1465	845	3
3	255	70	3
3	185	175	3
3	320	175	3
3	375	60	3
3	710	400	3
3	625	1880	3
3	840	1895	3
3	1160	1975	3
3	1090	1860	3
3	1210	1860	3
3	920	1600	3
3	830	1670	3
3	375	1165	3
3	440	1110	3
3	335	1090	3
3	110	1140	3
3	105	1655	3
3	135	1375	3

# CANNON
4	1365	1110	4
4	1450	985	4
4	1450	1420	4
4	1360	1350	4
4	565	1640	4
4	1160	1400	4
4	390	1400	4
4	135	905	4
4	950	840	4

# EYEBALL
6	325	1860	6
6	570	300	6
6	595	205	6
6	590	90	6
6	430	1940	6
6	1175	1605	6
6	1110	1695	6
6	585	1405	6
6	690	1350	6
6	870	1440	6
6	840	1350	6
6	950	1360	6
6	1110	1440	6
6	1170	1350	6
6	1080	940	6
6	1215	840	6
6	190	860	6
6	360	925	6
6	330	830	6
6	430	830	6
6	610	925	6
6	680	850	6

# EYESPAWNER
13	250	500	6
#box1
505	902	628	505

#item
201	1368	806	201
203	1384	822	203
205	1384	806	205
206	1368	822	206
204	888	376	204
201	906	376	201
203	888	394	203
205	906	394	205
203	632	1112	203
204	632	1096	204
205	648	1096	205
206	632	1112	206

207	928	592	207

[ENVIRONMENTS]
# type	x	y	width	height	portaldirid	sectionToEnter
1	32	2000	1488	16
1	16	16	16	2000
1	32	0	976	16
1	224	736	64	1264
1	480	32	64	1968
1	736	480	64	1520
1	992	16	64	1984
1	1248	736	64	1264
1	1504	736	16	1264
1	32	208	448	64
1	544	464	448	64
1	32	720	1984	64
1	32	976	1216	64
1	32	1232	1472	64
1	32	1488	1472	64
1	32	1744	1472	64
6	104	1896	8	16	1	14
6	112	1912	16	8	2	14
6	112	1888	16	8	3	14
6	128	1896	8	16	0	14
# row 1
2	800	1824	72	32
2	920	1824	72	32
2	872	1920	48	32
2	800	1856	8	16
2	800	1952	192	32
2	984	1856	8	16
2	800	1936	8	16
2	984	1936	8	16
3	208	1904	16	16	1	-1	3
3	376	1816	16	16	2	-1	3
3	632	1816	16	16	2	-1	3
3	886	1816	16	16	2	-1	3
3	288	1904	16	16	0	-1	3
3	464	1904	16	16	1	-1	3
3	544	1904	16	16	0	-1	3
3	720	1904	16	16	1	-1	3
3	800	1904	16	16	0	-1	3
3	976	1904	16	16	1	-1	3
3	1056	1904	16	16	0	-1	3
3	1232	1904	16	16	1	-1	3
3	1312	1904	16	16	0	-1	3
# row 2
2	544	1568	32	32
2	544	1664	32	64
2	584	1568	32	160
2	672	1568	32	0
2	672	1632	32	0
2	672	1696	32	32
2	664	1568	0	160
2	712	1568	24	160
2	32	1680	192	48
2	32	1552	72	0
2	152	1552	72	0
2	184	1600	40	16
2	72	1616	80	0
2	1312	1568	72	32
2	1384	1600	48	32
2	1312	1600	8	16
2	1312	1696	192	32
2	1312	1680	8	16
2	1480	1568	24	128
3	120	1560	16	16	2	-1	3
3	208	1648	16	16	1	-1	3
3	288	1648	16	16	0	-1	3
3	376	1720	16	16	3	-1	3
3	632	1720	16	16	3	-1	3
3	886	1720	16	16	3	-1	3
3	632	1560	16	16	2	-1	3
3	976	1648	16	16	1	-1	3
3	1056	1648	16	16	0	-1	3
3	1232	1648	16	16	1	-1	3
3	1312	1648	16	16	0	-1	3
3	1400	1560	16	16	2	-1	3
# row 3
2	288	1312	56	160
2	344	1312	16	32
2	424	1424	56	48
2	344	1440	80	32
2	408	1312	72	32
2	424	1344	56	16
2	800	1312	72	32
2	800	1344	8	16
2	920	1312	72	32
2	984	1344	8	16
2	872	1408	48	32
2	800	1424	8	16
2	800	1440	192	32
2	984	1424	8	16
3	464	1392	16	16	1	-1	3
3	120	1464	16	16	3	-1	3
3	376	1304	16	16	2	-1	3
3	544	1392	16	16	0	-1	3
3	720	1392	16	16	1	-1	3
3	632	1304	16	16	2	-1	3
3	800	1392	16	16	0	-1	3
3	976	1392	16	16	1	-1	3
3	886	1304	16	16	2	-1	3
3	1056	1392	16	16	0	-1	3
3	1144	1304	16	16	2	-1	3
3	632	1464	16	16	3	-1	3
3	1400	1464	16	16	3	-1	3
# row 4
1	544	1120	192	32
2	1056	1056	72	32
2	1056	1120	24	96
2	1176	1056	72	32
2	1192	1088	56	128
2	1128	1152	56	0
2	1168	1184	24	32
3	120	1048	16	16	2	-1	3
3	208	1136	16	16	1	-1	3
3	288	1136	16	16	0	-1	3
3	376	1208	16	16	3	-1	3
3	632	1208	16	16	3	-1	3
3	632	1048	16	16	2	-1	3
3	886	1208	16	16	3	-1	3
3	1144	1208	16	16	3	-1	3
3	1144	1048	16	16	2	-1	3
# row 5
2	32	800	24	160
2	64	800	160	0
2	200	832	24	16
2	104	864	48	0
2	152	896	16	64
2	176	912	48	48
2	56	928	48	32
2	800	800	72	48
2	840	864	80	0
2	800	928	192	32
2	800	912	24	16
2	936	912	32	16
2	920	800	72	0
2	968	832	24	96
3	208	880	16	16	1	-1	3
3	120	952	16	16	3	-1	3
3	288	880	16	16	0	-1	3
3	464	880	16	16	1	-1	3
3	544	880	16	16	0	-1	3
3	720	880	16	16	1	-1	3
3	632	952	16	16	3	-1	3
3	800	880	16	16	0	-1	3
3	886	792	16	16	2	-1	3
3	1144	952	16	16	3	-1	3
# boss
3	886	696	16	16	3	-1	3
10	880	672	32	16
# section A
1	112	96	32	112
1	176	16	32	96
1	240	96	32	112
1	304	16	32	96
1	368	96	32	112
1	624	16	32	352
1	752	128	32	336
3	464	112	16	16	1	4	0
3	544	112	16	16	0	0	4
6	56	104	8	16	1	11
6	64	120	16	8	2	11
6	64	96	16	8	3	11
6	80	104	8	16	0	11
# section B
2	544	544	40	48
2	544	656	8	48
2	600	656	16	24
2	592	544	144	0
2	696	576	40	128
2	600	640	8	16
2	664	656	32	48
2	680	640	16	16
3	464	624	16	16	1	5	1
3	544	624	16	16	0	1	5
6	56	360	8	16	1	12
6	64	376	16	8	2	12
6	64	352	16	8	3	12
6	80	360	8	16	0	12
# section C
1	1328	784	32	64
1	1312	928	128	32
1	1376	1056	128	32
1	1392	784	32	64
6	1384	1128	8	16	1	13
6	1392	1144	16	8	2	13
6	1392	1120	16	8	3	13
6	1408	1128	8	16	0	13
